"","lga","month","household","individual","male","female","infant","child","youth","adult","elderly"
"1129","NAFADA","2017-11",409,1689,880,809,40,226,705,686,32
"1130","NANGERE","2016-11",407,2324,961,1363,281,371,814,669,189
"1131","NANGERE","2016-12",391,2308,1084,1224,334,443,507,689,335
"1132","NANGERE","2017-02",324,2010,966,1044,429,418,355,401,407
"1133","NANGERE","2017-04",309,1891,947,944,367,376,392,361,395
"1134","NANGERE","2017-05",309,1891,879,1012,334,376,308,500,373
"1135","NANGERE","2017-06",305,1876,959,917,326,432,420,391,307
"1136","NANGERE","2017-09",301,1860,947,913,322,430,410,391,307
"1137","NANGERE","2017-11",217,1580,756,824,261,331,332,352,304
"1138","NDUKU","2016-12",28,136,62,74,15,17,33,41,30
"1139","NGALA","2016-10",4400,22000,10250,11750,945,3440,7560,8555,1500
"1140","NGALA","2016-11",11045,61761,28602,33159,2430,9252,21610,26664,1805
"1141","NGALA","2016-12",11512,63623,27564,36059,2295,11724,20432,26581,2591
"1142","NGALA","2017-02",8821,32615,14609,18006,1448,6730,12200,10704,1533
"1143","NGALA","2017-04",10090,40932,17794,23138,1417,7037,16329,14751,1398
"1144","NGALA","2017-05",10109,42170,19146,23024,1616,9366,13388,15554,2246
"1145","NGALA","2017-06",10264,42585,20552,22033,2967,7579,12703,17516,1820
"1146","NGALA","2017-09",10487,43744,19484,24260,3580,8197,12884,16434,2649
"1147","NGALA","2017-11",11732,47403,21477,25926,3648,6949,11174,22792,2840
